text,emotion,source
@user @user And why are these amazingly small opportunities to sustain life going into feeding animals which we then kill?,sarcasm,tweeteval_irony_train
San Diego is amazing and I'm never coming home,sarcasm,tweeteval_irony_train
At -- The sun finally decided to play #beastside #tahiti,sarcasm,tweeteval_irony_validation
I wonder what triggered the anxiety? #sarcasm,sarcasm,tweeteval_irony_test
@user thanks I thought it was tomorrow #not #iknow #notthepoint,sarcasm,tweeteval_irony_test
@user @user That's fantastic up to date news. Also,sarcasm,tweeteval_irony_train
08:01am on the dot and the buzzer rings #helloworld #not #sleepy #tired #nothanks,sarcasm,tweeteval_irony_test
"- during @user criticism of @user , a promo for a special featuring #BillCosby ""#rape victims"" airs. #Hypocrites",sarcasm,tweeteval_irony_train
Final projects ugh |Keeping me from being productive.| #butnotreally,sarcasm,tweeteval_irony_train
How dare Charles Barkley have an intelligent conversation about race. #sarcasm #CharlesBarkley,sarcasm,tweeteval_irony_test
@user @user Shit! I better shut my stupid girly mouth because im so concerned about what men might think of me.,sarcasm,tweeteval_irony_train
I couldnt help myself.. I am a bad person...,sarcasm,tweeteval_irony_validation
"I'm seeing #catfish while I search for a #fishsitter for my #goldfish, #LoveLife",sarcasm,tweeteval_irony_train
"#Twitter pushes people to read, while #Facebook pushes people to breed.|#TrueFact",sarcasm,tweeteval_irony_train
"@user and among 8 of #duleepSingh children,none had one!",sarcasm,tweeteval_irony_train
"So now its Hamilton on a Monday night? Thanks @user for all those evening games you give us, saturday football is overrated!",sarcasm,tweeteval_irony_validation
@user nice to see you admit your errors   slightly different from your earlier stats for 2014! @user,sarcasm,tweeteval_irony_train
"I used to joke around about my cats being able to open my doors, never expected it happen.",sarcasm,tweeteval_irony_validation
Trying to eat crackers on the quiet floor likeee.. Maybe if I chew slower no one will notice..#not,sarcasm,tweeteval_irony_test
"So #GuardiansOfPeace win by threatening to destroy the #peace!!!, what a #irony",sarcasm,tweeteval_irony_test
i just enjoy throwing up #not #hatethis #sick #wanna #go #to #school #for #once #take #me #away,sarcasm,tweeteval_irony_test
"Headed to Huntsville, TX this afternoon. Try to contain your jealousy.|",sarcasm,tweeteval_irony_validation
Lots if love for #Miranda,sarcasm,tweeteval_irony_validation
#obama @user announce special urgent package for #Pakistan .. supported by @user to enhance their fight against obscurantists. #NOT,sarcasm,tweeteval_irony_test
isnt it the best when youre really tired then when you finally get in bed youre wide awake? I LOVE IT,sarcasm,tweeteval_irony_train
#great  #A #All #Burst #Christmas #diy #crafts|Please RT:,sarcasm,tweeteval_irony_train
Eating sweets in PE,sarcasm,tweeteval_irony_train
I hate it when my mind keeps drifting to someone who no longer matters in life.  #dislike,sarcasm,tweeteval_irony_train
Congratulations @user - so well deserved. I hope you enjoy the  of this notification from Twitter,sarcasm,tweeteval_irony_train
IT'S DEFINITELY NOT FRIDAY. THE REASON IS: It's Tuesday~! Yesterday it was Monday so why should it be Friday.,sarcasm,tweeteval_irony_train
Smh never knew something could be 80% halal....Been muslim my whole life but somehow i've learned something new i guess,sarcasm,tweeteval_irony_train
work Wednesday-Sunday .. #yay #not #moneytho 😩😭💰😒,sarcasm,tweeteval_irony_test
3:30am is a great time to learn the male reproductive system. with the biggest and brightest power point slides ever.  #biology,sarcasm,tweeteval_irony_validation
Omg @user didn't tell @user he was in town 😱 #trueFriend,sarcasm,tweeteval_irony_train
DNA from Richard III has thrown up a surprise: evidence of infidelity in his family tree.  ||Well I'm SHOCKED.,sarcasm,tweeteval_irony_train
#ready for doing #business today 😄  🙈 #tiredashell #coffeecoffeecoffee #morecoffee #...,sarcasm,tweeteval_irony_validation
Feeling like crap. And being treated horribly too. It's a great day.  #iwanttogohome,sarcasm,tweeteval_irony_train
Today I'll lecture on CRM investments & shareholder value ... So excited ....  😏 I'm sleepy 😴,sarcasm,tweeteval_irony_validation
@user my favourite day of the year !!!!,sarcasm,tweeteval_irony_train
Beautiful day,sarcasm,tweeteval_irony_train
@user brilliant news for potential young buyers!,sarcasm,tweeteval_irony_train
Ah yes. Just what I wanted today- a pounding migraine. #Sarcasm,sarcasm,tweeteval_irony_test
I doubt this week could get any better.,sarcasm,tweeteval_irony_train
@user I was only clarifying for my LEGION of other followers.  #NotForTheIntellectuals #DrHandsomeDennis,sarcasm,tweeteval_irony_train
Well got the truck buried today perfect way to start a rainy Wednesday work day off #not #annoyed #pissed,sarcasm,tweeteval_irony_test
Shoes on make-up done ! I'm ready,sarcasm,tweeteval_irony_train
@user great Christmas.,sarcasm,tweeteval_irony_train
2 days off the next two weeks. 3 in the new yr. Love working over xmas.  #needthemoney,sarcasm,tweeteval_irony_train
@user Thanks for pirating my music! :D #not,sarcasm,tweeteval_irony_test
Being a light sleeper is the best. #not,sarcasm,tweeteval_irony_test
@user Because we all know that a house is a hermetically sealed environment!  @user @user @user,sarcasm,tweeteval_irony_validation
<< This should be Christmas number 1! #accounting  #absolutetosh,sarcasm,tweeteval_irony_validation
I just want to thank e-l-e-n-a-t on tumblr for spoiling me #BOFA -.- ... Honestly? Fuck you! #martinfreeman,sarcasm,tweeteval_irony_train
"@user Accusations on twitter shouldn't count, though I've heard tales of talk that it will replace the grad jury sys here",sarcasm,tweeteval_irony_validation
I'm happy with the two hours of sleep I got last night  😩,sarcasm,tweeteval_irony_train
36 hours no food no drink going strong  #givemeabrew 🙏😭☕,sarcasm,tweeteval_irony_validation
"love, love, love how the left side of my face is swollen.  😡😭",sarcasm,tweeteval_irony_train
How can u miss something u never had?||#randomthoughts #miss #irony |http://t.co/G5jLy9IKqn,sarcasm,tweeteval_irony_test
Thx for catching on #urock,sarcasm,tweeteval_irony_train
Yet another out of a million doctor visits tomorrow...so.stoked.,sarcasm,tweeteval_irony_validation
you're so sweet,sarcasm,tweeteval_irony_validation
Taking a final then going straight to work. I'm just peachy about it.,sarcasm,tweeteval_irony_validation
A £718 phone bill is a lovely email to wake up to,sarcasm,tweeteval_irony_train
haven't talked to you in days. that's cool I guess.,sarcasm,tweeteval_irony_train
@user It's not work if you enjoy it #eh,sarcasm,tweeteval_irony_train
"I'm actually kinda surprised that people still say ""NOT!"" after an 'ironic' statement.",sarcasm,tweeteval_irony_train
in #Iowa. Anti-Union Governor #Branstad having inauguration & ball at #CommunityChoice Credit Union Center. A slap to #AFSCME #Homan,sarcasm,tweeteval_irony_validation
The thing I love the most about coming into work early? Having everyone ask me why I'm here so early. Gets me every time.  #annoying,sarcasm,tweeteval_irony_train
"Spiky popularity of the name ""Spike"" in the U.S. RT @user Baby name . #dataviz Source:",sarcasm,tweeteval_irony_train
Thanks Mother nature.. You didn't give us as snow day and now my twitter is filled with people complaining,sarcasm,tweeteval_irony_train
Oracle on Windows 2000. This should be fun!,sarcasm,tweeteval_irony_validation
@user hold on a minute. Are you saying All blonde white women look the same?? #sarcasm,sarcasm,tweeteval_irony_test
"I guess I'm not sleeping tonight, I didn't want to leave anyways",sarcasm,tweeteval_irony_train
I love waking up with migraines  😭,sarcasm,tweeteval_irony_train
I'm really talkative at night but no one is up to talk,sarcasm,tweeteval_irony_validation
Gotta love working the day after Christmas  #smellya,sarcasm,tweeteval_irony_validation
Powerful picture taken by a #protester the #night before #christmas. The  is real.,sarcasm,tweeteval_irony_train
"Yep, true patriots all.",sarcasm,tweeteval_irony_train
Feeling the irony of using  to find people ironically using the work irony wrong. #metahipster,sarcasm,tweeteval_irony_train
It is so rewarding to work in a place where the teachers and students have been reduced to nothing but numbers and test scores.,sarcasm,tweeteval_irony_validation
Just realized that the name of the comic sans' creator means asshole in French #nooffense,sarcasm,tweeteval_irony_train
There's a million trillion things I'd rather rather do profound lyrics big Sean. PROFOUND.  #worstsongever,sarcasm,tweeteval_irony_train
Gotta love being lied to.... #not,sarcasm,tweeteval_irony_test
"My teacher just gave me an ""I feel sorry for you look"" I must look really adorable...",sarcasm,tweeteval_irony_train
"People complain about my backround pic and all I feel is like ""hey don't blame me, Albert E might have spoken those words"" #sarcasm #life",sarcasm,tweeteval_irony_test
Yay I love being awake at 5 in the morning 😀🔫,sarcasm,tweeteval_irony_validation
"Hey what do you know, one of the witnesses supporting Darren Wilson's story lied! And is racist! Mind blown!",sarcasm,tweeteval_irony_train
"@user Autoincorrect strikes again. ""...than it's worth.""",sarcasm,tweeteval_irony_validation
First day of Christmas shopping tomorrow. Can not wait.,sarcasm,tweeteval_irony_validation
@user your busy staff  standing about when people queue #joke,sarcasm,tweeteval_irony_train
Look! It's a white Christmas after all!  #MinnesotaProblems,sarcasm,tweeteval_irony_train
Remember that one time I worked both jobs while sick and it didnt suck at all... #sarcasm #notworthit,sarcasm,tweeteval_irony_test
"Obama's $1,176,120.90 in Taxpayer Funded Costs to Attend Political Fundraisers in Los Angeles, San Francisco",sarcasm,tweeteval_irony_validation
@user @user Ah the 2014 #GamerGate Ebola campaign. How many people did we kill? #sarcasm,sarcasm,tweeteval_irony_test
Yay time to clean....  so tired,sarcasm,tweeteval_irony_train
"@user Even though @user got more ex-wives than @user majors, I'm happy for that washed-up mess... #Not!! #Blocked",sarcasm,tweeteval_irony_test
Dang my selfie game is on point when I'm drinking  #actuallysorry,sarcasm,tweeteval_irony_train
Online shopping with no credit card ☺  #Umm.. #JustBrowsing ☺,sarcasm,tweeteval_irony_train
"Of course I'm not nervous, I'm hyperventilating for fun.",sarcasm,tweeteval_irony_train
I love when I'm taken as a joke...makes me feel so good about myself!,sarcasm,tweeteval_irony_train
Isn't it great to sleep 5 hours and feel like a million bucks?  #gettingold,sarcasm,tweeteval_irony_validation
A whole day at NS w/clients. YAY.,sarcasm,tweeteval_irony_train
@user LOOL from the guy with multiple twitter handles,sarcasm,tweeteval_irony_validation
Wash hands with water? MOH is rubbing this on everyone's face? #irony,sarcasm,tweeteval_irony_test
#instacraze  #addiction 😜 at,sarcasm,tweeteval_irony_train
@user reminds of me of myself when i was younger||,sarcasm,tweeteval_irony_train
"@user kids don't need schools! Schools just turn them into gay atheists, gaytheists, if you will. #sarcasm",sarcasm,tweeteval_irony_test
*gasp* The girls are at a rehearsal studio today? You don't say... Hmmm wonder what on earth for? 🐸☕️  #MTVStars Little Mix,sarcasm,tweeteval_irony_train
"Scoped out a new route on today's 5k. But oh.. the crowds, the traffic, the noise 😄 #not...",sarcasm,tweeteval_irony_test
Nicholas Sparks has been manipulating women to believe that guys (in reality) are as sensitive as the male characters in his books.,sarcasm,tweeteval_irony_train
How DARE somebody exercise their freedom to protest and freedom of speech.,sarcasm,tweeteval_irony_validation
It's been one year of off and on eye twitching. #SoFun,sarcasm,tweeteval_irony_train
"Love how I came into work at 8 because Charlie said we were busy.... 3 people in 45 minutes,yeah we got this place packed Charlie.",sarcasm,tweeteval_irony_train
I like the feeling when people thinks they're 2 steps ahead of me... But the truth is they're miles and miles behind me AHAHAHAHA |#sarcasm,sarcasm,tweeteval_irony_test
@user I need a new job so I can read books again. I miss reading. Being an English teacher really gets in the way of reading.,sarcasm,tweeteval_irony_validation
Just found out I have my making babies final on Thursday. Good thing I have so much time to study,sarcasm,tweeteval_irony_train
Turning in my paper then coming back home and studying #perfectday,sarcasm,tweeteval_irony_train
"Workaholics: if you're sick, don't let that stop you from bringing your germs into the office. We all appreciate your commitment.",sarcasm,tweeteval_irony_validation
So that was the inception episode. Down to the tangerine/ spinning top. Subtle.,sarcasm,tweeteval_irony_train
@user @user @user I agree. You can see that from the videos and photos that were taken two hours after the shooting.,sarcasm,tweeteval_irony_train
"My dove wrapper told me to be mischievous, so if anything happens, that's my extenuating, external attribution to blame  #psych",sarcasm,tweeteval_irony_train
Hmm. Training for encouraging motivational change tonight. Don't know if I can be bothered to go.  #burnout,sarcasm,tweeteval_irony_train
Carphone Warehouse call centre employees are such classy people  @user,sarcasm,tweeteval_irony_train
"@user  #PSA Hey Jay, I tuned in when u said ""why all the cocaine talk today....after tweeting coke joke saw it's Escobar's 65th",sarcasm,tweeteval_irony_train
"I've tweeted nearly 4,000 times and I'm not sure all 4,000 tweets really needed to be on the internet... Including this one",sarcasm,tweeteval_irony_train
Ya and listening to them talk about how hot girls are is a favorite past time. -_-,sarcasm,tweeteval_irony_train
"Yo I got ten squad members in Khajo Chris said as he tears up...|""You ain't a gang member..."" Kevin responded |#thuglife",sarcasm,tweeteval_irony_train
Why YES! Of course I use  a lot in my day....because violence is illegal.,sarcasm,tweeteval_irony_train
@user @user better bust out my aluminum hat!!!!  #chemtrailsdontexist #growup,sarcasm,tweeteval_irony_validation
@user who doesn't??,sarcasm,tweeteval_irony_train
When someone with retrica wali picture complains about how many filters someone has used in their picture to look pretty..,sarcasm,tweeteval_irony_train
@user great Christmas present . Unreal what the alcohol industry will do to lure young people. #sad#nosocialconscience,sarcasm,tweeteval_irony_train
@user @user journalism at its best,sarcasm,tweeteval_irony_train
Air Passenger Duty for under 12s to be abolished. AT LAST! Something to help the homeless and impoverished! #AutumnStatement,sarcasm,tweeteval_irony_validation
Jesus. I am watching too much #TheNewsroom... Look at me getting all #SonyHack sermonising...,sarcasm,tweeteval_irony_train
"Wow.. #shocker  RT @user Dick Cheney on CIA torture: ""I'd do it again in a minute""",sarcasm,tweeteval_irony_train
@user @user @user that wasn't a choke hold the officer was trying to keep #EricGarner from falling forward.,sarcasm,tweeteval_irony_validation
I just love not being able to sleep..  #sotired,sarcasm,tweeteval_irony_train
@user I'm truly at peace,sarcasm,tweeteval_irony_validation
@user I have a boyfriend! () *hair flip and walks away*,sarcasm,tweeteval_irony_train
I don't wanna hate religious people. Cos i am one of them. I'm so religious in music. #ahaa,sarcasm,tweeteval_irony_train
Listening to a guy who decimated his team explaining to another how to build teams... hahahahaha aaaah.  #tragedy,sarcasm,tweeteval_irony_train
@user @user @user you talk about biased behavior. go read some of the paid articles about paycoin.,sarcasm,tweeteval_irony_train
@user sounds like soooo much fun!,sarcasm,tweeteval_irony_train
Yes it is much more logical to support criminals & attack police officers for protecting life & property. #HandsUpDontShoot,sarcasm,tweeteval_irony_train
@user  but if we all hold hands and sing Kumbaya they won't hate us!,sarcasm,tweeteval_irony_train
"Dear #USPS, if it has this address, it comes here. No matter the name. If there's a mistake, we'll fix it. #ThanksForTheAnnoyingNote",sarcasm,tweeteval_irony_train
"@user Aww, you poor thing, I feel so bad for you being in sunny Florida. I don't know how you can handle it!  ;)",sarcasm,tweeteval_irony_train
"@user @user @user hope you have more ambition john, cause no one else seems too.",sarcasm,tweeteval_irony_validation
@user #NoodleScene anyone? He was so zen there. . Oh! wait! But #deadHenry and #bouncebackAnnie. Silly me! All makes sense now!,sarcasm,tweeteval_irony_train
"My grandma gulping her hot coco loudly and my mom goes: ""you gulping over there?"" My grandma: ""no I'm queefing""  #HAHA",sarcasm,tweeteval_irony_train
"Honking at me whilst you drive past - so romantic, it makes me want to trace you through your number plate and be with you forever",sarcasm,tweeteval_irony_validation
"The sooner I find that out, the sooner I can go and have the lovely conversation with HR as I've yet to tell work #lookingforwardtothat",sarcasm,tweeteval_irony_validation
"This is very likely to end well. More vaccines is exactly what we need -.- ||"" Health and Human Services...",sarcasm,tweeteval_irony_train
"@user #OneloveFestival Sat 20 Dec. Table bookings: R800 includes 1 bottle, 12 mixers... Uh-oh I smell so much  it's lovely!",sarcasm,tweeteval_irony_train
I just love when you test my patience! ☺️,sarcasm,tweeteval_irony_train
"Preparing some sample answers for the rehearsal exam qs for Digital Media with Google Drive, I'm so technologically advanced..",sarcasm,tweeteval_irony_validation
I just love being in charge of comp music 😀,sarcasm,tweeteval_irony_validation
Perfect way to start off my morning,sarcasm,tweeteval_irony_train
@user so ...still no response from @user #greatcustomerrelations,sarcasm,tweeteval_irony_validation
"Wait...  wait...  wait...  isn't the font on that t-shirt ""comic sans?""  @user #ICantBreathe",sarcasm,tweeteval_irony_train
This is great...,sarcasm,tweeteval_irony_train
Why does sue give bonnie anxiety and stress pills,sarcasm,tweeteval_irony_validation
So I'm the school nurse today. And I have a fever. #irony,sarcasm,tweeteval_irony_test
"@user I think being gay is wrong, its like people chose to be gay just to piss off the magic old man that lives in the sky",sarcasm,tweeteval_irony_validation
@user So PSN and Xbox Live are both down on a day many people get new video games.||North Korean hack? 😫,sarcasm,tweeteval_irony_train
@user great story about the student trying to get the teacher fired!!#sarcasm#moron#storywasstupid,sarcasm,tweeteval_irony_test
Watching creepy shit before bed when alone = bad idea. Is there a spell to turn a French bulldog into a big ass bulldog? #bewareofdog,sarcasm,tweeteval_irony_train
Enabling the Windows Firewall is a perfectly reasonable thing to do to package in a software installer.  #SCCMAdmininHealthcare,sarcasm,tweeteval_irony_train
@user I see your response time on your DM's is as good as your phone lines.. just no hold music. Legendary service guys.,sarcasm,tweeteval_irony_train
"@user @user not playing out in the provinces like, oh, Mississippi.",sarcasm,tweeteval_irony_train
It's funny because your a fake ass bitch :) #yourAtruefriendtoher,sarcasm,tweeteval_irony_train
I love it when people ignore me. #sarcasm,sarcasm,tweeteval_irony_test
Still awake sooo that's nice...,sarcasm,tweeteval_irony_train
A day where  ruled @user I got followed by @user Wht a  day!! Lollllll.,sarcasm,tweeteval_irony_train
Dont you just love Captchas?,sarcasm,tweeteval_irony_train
@user his song Angel of Death is a good one. It has lyrics bashing the Vatican,sarcasm,tweeteval_irony_train
Love the fact that are school smells like a sewer. 😷😷😷😷,sarcasm,tweeteval_irony_train
..what a great start to my day,sarcasm,tweeteval_irony_validation
": When some archers fight with ""supple"" bows the way hoplites fight with stiff spears. #Archer=#Hoplite #Bow=#Spear",sarcasm,tweeteval_irony_train
Zuckerberg says he wears a grey t-shirt everyday because he doesn't want to waste time on things that don't matter||He runs Facebook||,sarcasm,tweeteval_irony_train
"Being publicly called a ""heartless arsehole"" for going about my day as usual.",sarcasm,tweeteval_irony_train
Saying No to Them is the first way you say yes to yourself.,sarcasm,tweeteval_irony_train
"@user Indonesia does: blasphemy laws & ministry of religious affairs,which also happens to be the most corrupt ministry.",sarcasm,tweeteval_irony_validation
I didn't realize Boston Coach also operated in Chicago #irony #brands,sarcasm,tweeteval_irony_test
BBC News - New Forest road safety campaign donkey killed by car,sarcasm,tweeteval_irony_train
"@user really well done. Another short formation, so I get to stand for the 3rd day in a row from Kel to LLS 7:18. Thanks",sarcasm,tweeteval_irony_train
Oh the  @user .@David_Cameron You would not need to take to twitter to peddle piffle,sarcasm,tweeteval_irony_validation
I love when I write a tweet wrong. 😊,sarcasm,tweeteval_irony_train
Yea I love it when 2 is already throwing a tantrum upon waking up. Totally. Awesome. 👌  @user,sarcasm,tweeteval_irony_train
"I have an idea, how about 911 operators don't ever describe race?||And police have to wear color blind glasses?||",sarcasm,tweeteval_irony_train
It's gonna be a great day 😃,sarcasm,tweeteval_irony_train
"Well done @user you're doing a great job  ""@SkyNews: A&E Waiting Times Worst Since Records Began",sarcasm,tweeteval_irony_validation
It's funny how you can sit for 15minutes And not be noticed.  #MTVStars Taylor Swift,sarcasm,tweeteval_irony_validation
Such quality customer service today by @user for the Xbox One  #thisiscrap #nothelpfulatall,sarcasm,tweeteval_irony_train
"Less than 5 hours sleep, fantastic  😁",sarcasm,tweeteval_irony_train
I love working for an hour and not getting paid for it,sarcasm,tweeteval_irony_validation
Lunch today. #fakelobster #lifestyleoftherichandfamous  #worldofswede,sarcasm,tweeteval_irony_validation
hahahaha... 'Best Asian Style' went to the group of pretty boys ALL wearing blacks suits with a tie/bow. HOW STYLISH.  #2014MAMA,sarcasm,tweeteval_irony_train
Monday morning inspiration! #sarcasm #itstruetho #donttrustnobody #iwokeuplikethis...,sarcasm,tweeteval_irony_test
Casual stroll with lauralobaugh   Rochester  #FunInTheSun @ Key West Islands - Florida (U.S.A.),sarcasm,tweeteval_irony_train
@user @user     and how many animals does peta kill every year.|#hypocrisy #idiots|might want to point CID inward!,sarcasm,tweeteval_irony_validation
In other news i havent had a good nights sleep in a week. I feel great.,sarcasm,tweeteval_irony_train
Grown women acting like children is my favorite.  #dramatic,sarcasm,tweeteval_irony_validation
when you get friendzoned by someone you trying to friendzone...sigh,sarcasm,tweeteval_irony_train
@user Those who failed to develop hair on their bald hear are talking abr development,sarcasm,tweeteval_irony_validation
"Azealia Banks call Iggy ""Igloo Australian""...WOOOW an incredible rapper diss another one",sarcasm,tweeteval_irony_train
@user Here's a list. Lots of great choices to help #Coyotes win a cup next year.,sarcasm,tweeteval_irony_train
A burned tongue is a lovely way to start the day #sarcasm #ouch,sarcasm,tweeteval_irony_test
"Is ""I have to go...my gelding is struggling with dystocia"" a valid excuse...I just want to see the (lack of) reaction #whenyouseeit",sarcasm,tweeteval_irony_train
So if three geeks can bring down the whole of Microsoft and Sony networks..my annual firewall subscription is worth every penny!||,sarcasm,tweeteval_irony_train
@user Gotta love those racially based awards! #not,sarcasm,tweeteval_irony_test
This long drive home later in the snow is gonna be shweeeet #not,sarcasm,tweeteval_irony_test
Another new politician in the state with a social science degree and a liberal arts diploma... Just what we need  #greensfail,sarcasm,tweeteval_irony_train
"Yeah Hastings, Rose, Bird and Beer is a much better 8-11 than Richardson, Zampa, Laughlin and Tait.",sarcasm,tweeteval_irony_train
"I actually just started crying while brushing my teeth due to lack of sleep, stress and test anxiety. Today's gonna be a good one... #not",sarcasm,tweeteval_irony_test
"@user @user @user Yes, and conventional taxis drive verrrry safely. #pfft #sarcasm",sarcasm,tweeteval_irony_test
how half of the world is suffering from obesity and the other half is dying of famine!!!!!,sarcasm,tweeteval_irony_train
"BM ""gives me"" from 3 pm to 8 pm with my son today, that's fair huh? #NOT!",sarcasm,tweeteval_irony_test
@user a Woman that puts a man in irons supports the irons!!!,sarcasm,tweeteval_irony_train
Taking the bike through rainy and cold dark streets to the dentist. Yaaaay. #Somuchfun,sarcasm,tweeteval_irony_train
Happy Monday!  Hate mondays.,sarcasm,tweeteval_irony_validation
@user Probably a Nigerian.,sarcasm,tweeteval_irony_train
@user I be surprised at how many ppl have me blocked 😩😩😩  #ITalkTooMuchShit #YOURSTILLCLOCKINGMETHO #ThatsWhyYourGirlStillFollows,sarcasm,tweeteval_irony_validation
@user The pace of KCRoyals activity at the Winter Meetings is giving me vertigo!,sarcasm,tweeteval_irony_train
Imma kill all you SOBs! Jk #lol  #RedEye,sarcasm,tweeteval_irony_validation
First day skiing #killedit  #iwasshit #tignes #seasonlife,sarcasm,tweeteval_irony_validation
@user Niagra Falls tho... Really? #irony #LOL,sarcasm,tweeteval_irony_test
"Not a fun day for my mouth... Two teeth rebonded, one reengaged, and now I get to have my wisdom teeth out #soexcited",sarcasm,tweeteval_irony_train
Twirra is NOT a place. RT @user Twitter a place where virgins will be tweeting sexual & hoes will be forming saint...,sarcasm,tweeteval_irony_train
"The word ""Taliban"" comes from the root word ""Talib"" which means a student. |#PeshawarAttack #DeathToTaliban #DeathToISIS",sarcasm,tweeteval_irony_train
This is the weather i just love walking to work in  #worst #weatherbomb,sarcasm,tweeteval_irony_train
Roman mythology gets me soooo pumped,sarcasm,tweeteval_irony_train
Hahahhaha that really made me jelouse,sarcasm,tweeteval_irony_train
I hate when random people get in the hot tub with me #favthings,sarcasm,tweeteval_irony_train
Westbrook 16 points on 42 shots ok ok I see you working,sarcasm,tweeteval_irony_train
Maybe Miss World will succeed where all her predecessors have failed in obtaining World Peace?  #MissWorld2014,sarcasm,tweeteval_irony_train
The Chicago Firehouse Restaurant caught fire this morning.,sarcasm,tweeteval_irony_train
"anw as long as there's nothing going on with the both of u rn, i can still forgive u but i cant promise to forget",sarcasm,tweeteval_irony_validation
@user Is Jameis Winston getting paid for this photo or is #5 coincidence?,sarcasm,tweeteval_irony_train
@user @user @user YES! Vote for SATAN (@HillaryClinton) in 2016!!!!,sarcasm,tweeteval_irony_validation
@user wow u brought down xbox live arnt you amazing  why don't you do something more productive like grow up,sarcasm,tweeteval_irony_validation
@user to watch re blues? Chelsea's of course,sarcasm,tweeteval_irony_train
Fighting over chargers is definitely how I wanted to start my day.😒 #not,sarcasm,tweeteval_irony_test
"The worst part about it is the crosswalk is a memorial to a kid who was killed by a nigga just like HIM, who didn't stop.",sarcasm,tweeteval_irony_train
I'll watch #TakeMeOut like the rest of the country... Hope there's an adorable girl who is ditsy Hahahaha  #zzzz,sarcasm,tweeteval_irony_train
@user make sure you don't say Christmas!! The decorate for the holiday. #sarcasm #itisachristmastree,sarcasm,tweeteval_irony_test
@user @user Well that's a completely well reasoned and thought out argument. You've changed my mind!!! #Ferguson,sarcasm,tweeteval_irony_validation
"This sounds like loads of fun...  Snow, freezing drizzle, rain, 110km/h winds...",sarcasm,tweeteval_irony_validation
My glasses are blinding me.,sarcasm,tweeteval_irony_train
@user Ha! I don't have haters. Just a few misguided souls who thought my mentions were a bulletin board for their issues. ;),sarcasm,tweeteval_irony_train
Working on Boxing Day is so fun,sarcasm,tweeteval_irony_train
@user hahaha yeah I think so too cause you know how she loves her with all her heart 😂😂😂.... #NOT 🔫.,sarcasm,tweeteval_irony_test
"Galliani already jumping into the changing room, likely discovered what Seedorf told him all along ... same thing Pippo is saying now",sarcasm,tweeteval_irony_train
I love how sometimes I am skipped over so the greeting replies are just towards Odin but not me.,sarcasm,tweeteval_irony_train
I love the hypocrisy of the holidays.,sarcasm,tweeteval_irony_train
I'm getting excited about Mexico now.,sarcasm,tweeteval_irony_train
@user What do you know about #iubb?  Tom Crean is a coaching genius !,sarcasm,tweeteval_irony_validation
"@user who you calling bottle job I'll take teeth. Yeah I'm game mate, at training tonight too, I'll remember your hat",sarcasm,tweeteval_irony_train
JFK BAGGAGE IDIOTS ACCUSED OF STEALING SHIT RIGHT OUTA YOUR LUGGAGE!|SHOCKED?|UMMMM SO |THEY HIRE MORONS!|PUT THE ARMY IN THERE!,sarcasm,tweeteval_irony_validation
"Russia says ruble crisis over as reserves dive, inflation climbs  via @user",sarcasm,tweeteval_irony_train
Bhopal victims don't get justice aft 30yrs but don't find place in prime and a man traveling in business cls is prime time news..,sarcasm,tweeteval_irony_train
Haven't been to sleep. Feeling AWESOME.,sarcasm,tweeteval_irony_validation
way to prove that women are more than just breasts & an ass...  😒,sarcasm,tweeteval_irony_train
SEC crew doing some quality officiating in the penn state game. . How do you miss that terrible block in the back?,sarcasm,tweeteval_irony_validation
And people start to drink ... Means fun,sarcasm,tweeteval_irony_train
For those of you that LOVE this time of year.,sarcasm,tweeteval_irony_train
Writing an article on mood enhancing foods. Telling people what to eat to be happy,sarcasm,tweeteval_irony_train
@user You want to see something Irish!!Of all the reasons to be closed 😂😂😂 #irony,sarcasm,tweeteval_irony_test
Last day of the working week and let's see just how bad it can get! #positive,sarcasm,tweeteval_irony_train
@user @user Really?! Unbelievable! U mean he was a Thug & Criminal?,sarcasm,tweeteval_irony_train
Girls who dip>>>,sarcasm,tweeteval_irony_train
Someone had a great sense of humor  #TheyGaveMeTCUColorsForChristmas,sarcasm,tweeteval_irony_train
@user @user @user there's a link somewhere just can't quite put my finger on it,sarcasm,tweeteval_irony_validation
"For those who CAN hear us, @user talks about NB Power's record number of outages. 7:13  #transmitterproblems",sarcasm,tweeteval_irony_train
Did you know ? If you are reading this right now you are not blind...lol.,sarcasm,tweeteval_irony_train
": When some masseuses offer ""soothing"" massages the way reviewers offer stinging criticisms. #Masseuse=#Reviewer #Massage=#Criticism",sarcasm,tweeteval_irony_train
love taking the subway alone at 2:40am,sarcasm,tweeteval_irony_validation
This chap seems to be a bit of an over sexed out going extrovert ... Must be his overly masculine voice and demeanor.,sarcasm,tweeteval_irony_train
"I before ""E"" except after ""C,"" right? What about in ""W-E-I-R-D?""  #Tshirt #RulesWereMadeToBeBroken?",sarcasm,tweeteval_irony_validation
So fucking excited to be the 5th wheel for another New Year's Eve!!!! Can't blame anybody but myself for being super picky re: men,sarcasm,tweeteval_irony_validation
@user thanks for all your help Giles 👍,sarcasm,tweeteval_irony_train
@user I don't believe you!!!!,sarcasm,tweeteval_irony_train
Jeez I wish the government paid for my food. #not #EBTbitches,sarcasm,tweeteval_irony_test
